date	author
12 November 2001	Matthew T. Beitler	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Templates\DiamondManLOA2.json
12 November 2001	Matthew T. Beitler	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Templates\DiamondManLOA1.json
12 November 2001	Matthew T. Beitler	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Templates\DiamondManLOA0.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Specifications\KoreanCharacterMotionAnnexD01Jin.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Specifications\KoreanCharacterMotionAnnexC01Jin.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Specifications\KoreanCharacterMotionAnnexB01Jin.json
24 April 2013	Matthew T. Beitler  Joe D. Williams  Don Brutzman	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Specifications\HAnim2SpecificationLOA3Invisible.json
18 February 2021	Don Brutzman	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Specifications\HAnim2SpecificationLOA3Illustrated.json
24 April 2013	Matthew T. Beitler  Joe D. Williams  Don Brutzman	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Specifications\HAnim1SpecificationLOA3Invisible.json
24 April 2013	Matthew T. Beitler  Joe D. Williams  Don Brutzman	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Specifications\HAnim1SpecificationLOA3Illustrated.json
24 April 2013	Matthew T. Beitler  Joe D. Williams  Don Brutzman	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Specifications\HAnim1SpecificationLOA3Animation.json
May through September 2023	Carol McDonald  Katy Schildmeyer  Joe D. Williams and Don Brutzman	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\WinterAndSpring\WinterAndSpringTest.json
2 July 2023	Katie Shildmeyer	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\WinterAndSpring\WinterAndSpringHumanoidTimings.json
1 June 2023	Katy Schildmeyer	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\WinterAndSpring\Size2tExample_revision2.json
27 May 2023	Carol McDonald	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\WinterAndSpring\Pathway.json
25 May 2023	Joe Williams	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\WinterAndSpring\MainStage.json
26 June 2023	Carol McDonald	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\WinterAndSpring\FlowerSet.json
27 May 2023	Carol McDonald	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\WinterAndSpring\Flower.json
27 May 2023	Carol McDonald	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\WinterAndSpring\Cane.json
27 May 2023	Carol McDonald	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\WinterAndSpring\Bushes.json
25 November 2006	Pat Sullivan	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Polygonal\Marine.json
9 January 2004	Joe D. Williams	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Skin\JoeSkeletonSkinSiteSaluteWalk.json
9 January 2004	Joe D. Williams	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Skin\JoeKick.json
23 December 2022	Dick Puk	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Skin\DesignPatternsApparelMedicalSkinLayers.json
1 March 2001	Joe Williams and James Smith - james@vapourtech.com	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Skin\BoxMan4AnimationPanel.json
1 March 2001	James Smith - james@vapourtech.com	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Skin\BoxMan4.json
9 July 2000	Cindy Ballreich	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Prototypes\NancyPrototypes.json
19 November 2001	Cindy Ballreich cindy@ballreich.net 3Name3D	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Prototypes\NancyDivingProtoInstances.json
23 May 2020	Cindy Ballreich cindy@ballreich.net 3Name3D	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Prototypes\LOA1_WalkAnimation.json
13 December 2001	Etsuko Lippi	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Prototypes\LOA1_SwimmingFlutterKickAnimation.json
1 December 2001	Cindy Ballreich cindy@ballreich.net 3Name3D  Joe Williams  Don Brutzman	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Prototypes\LOA1_StopAnimation.json
1 December 2001	Cindy Ballreich cindy@ballreich.net 3Name3D  Joe Williams  Don Brutzman	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Prototypes\LOA1_StandAnimation.json
23 May 2020	Cindy Ballreich cindy@ballreich.net 3Name3D	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Prototypes\LOA1_RunAnimation.json
23 May 2020	Tom Miller	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Prototypes\LOA1_KneelAnimation.json
23 May 2020	Cindy Ballreich cindy@ballreich.net 3Name3D	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Prototypes\LOA1_JumpAnimation.json
15 November 2001	Ozan APAYDIN	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Prototypes\InterchangableActorsViaDynamicRoutingPrototypes.json
15 November 2001	Ozan APAYDIN  Don Brutzman	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Prototypes\HAnimPrototypes.json
2 May 2006	Don Brutzman  Jeff Weekley  MV4205 Advanced X3D Authoring class  and Keith Victor	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Prototypes\HAnimBehaviorPrototypes.json
3 January 2002	Etsuko Lippi	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Prototypes\AllenStandShootRifleM24.json
8 June 2001	Allen Dutton	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Prototypes\AllenDuttonProtoInstances.json
17 December 2016	Don Brutzman	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\MotionAnimation\RotationTests.json
*enter date of initial version here*	*enter name of original author here*	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\MotionAnimation\Pirouette.json
1 January 2017	Unknown	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\MotionAnimation\BvhSeamless3dExport1.json
1 January 2016	TODO unknown original creator of file 1.bvh  please advise if known	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\MotionAnimation\BvhConversion1Invisible.json
1 January 2016	TODO unknown original creator of file 1.bvh  please advise if known	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\MotionAnimation\BvhConversion1Illustrated.json
1 January 2016	TODO unknown original creator of file 1.bvh  please advise if known	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\MotionAnimation\BvhConversion1.json
24 January 2001	Etsuko Lippi	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\ScubaTank.json
4 January 2002	Etsuko Lippi	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\NancyStandShootRifleM24.json
9 July 2000	Cindy Ballreich	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\NancyNativeTags.json
17 December 2001	Etsuko Lippi	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\NancyDiving.json
January 24, 2001	Etsuko Lippi	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\MaskAndSnorkel.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\KoreanCharacter12Sun.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\KoreanCharacter11Min.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\KoreanCharacter10Mi.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\KoreanCharacter09Ru.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\KoreanCharacter08Da.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\KoreanCharacter07No.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\KoreanCharacter06Ga.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\KoreanCharacter05Ju.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\KoreanCharacter04Young.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\KoreanCharacter03Hyun.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\KoreanCharacter02Chul.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\KoreanCharacter01Jin.json
15 January 2004	Joe D Williams	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\JoeSkinTexcoordDisplacerKick.json
24 April 2013	Matthew T. Beitler  Joe D. Williams  Don Brutzman	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\HAnim1SpecificationLOA3Invisible.json
24 April 2013	Matthew T. Beitler  Joe D. Williams  Don Brutzman	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\HAnim1SpecificationLOA3Illustrated.json
24 April 2013	Matthew T. Beitler  Joe D. Williams  Don Brutzman	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\HAnim1SpecificationLOA3Animation.json
12 November 2001	Matthew T. Beitler	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\DiamondManLOA_2.json
12 November 2001	Matthew T. Beitler	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\DiamondManLOA_1.json
12 November 2001	Matthew T. Beitler	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\DiamondManLOA_0.json
24 January 2001	Etsuko Lippi	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\Bubbles.json
1 March 2001	Joe Williams and James Smith - james@vapourtech.com	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\BoxMan3AnimationPanel.json
1 March 2001	James Smith - james@vapourtech.com	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\BoxMan3.json
8 June 2001	Allen Dutton	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Legacy\AllenDutton.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\KoreanCharacter12Sun.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\KoreanCharacter11Min.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\KoreanCharacter10Mi.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\KoreanCharacter09Ru.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\KoreanCharacter08Da.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\KoreanCharacter07No.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\KoreanCharacter06Ga.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\KoreanCharacter05Ju.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\KoreanCharacter04Young.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\KoreanCharacter03Hyun.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\KoreanCharacter02Chul.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\KoreanCharacter01Jin.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\JinLOA4.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\JinLOA3.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\JinLOA2.json
31 March 2011	Jin Hoon Lee and Min Joo Lee	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\JinLOA1.json
8 February 2015	YOO Kwan Hee and Don Brutzman	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\HAnimModelsHandsFeet.json
26 January 2015	Kwan-Hee YOO  Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\HAnimModelHandRight.json
26 January 2015	Kwan-Hee YOO  Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\HAnimModelHandLeft.json
26 January 2015	Kwan-Hee YOO  Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\HAnimModelFootRight.json
26 January 2015	Kwan-Hee YOO  Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\HumanoidAnimation\Characters\HAnimModelFootLeft.json
30 September 2020	Anita Havele	..\www.web3d.org\x3d\content\examples\Basic\Web3dOutreach\X3d4Cube.json
TODO	Joe D. Williams	..\www.web3d.org\x3d\content\examples\Basic\Web3dOutreach\Web3dX3dLogoAnimated.json
28 July 2008	Don Brutzman  Anita Havele  Johannes Behr  Byounghyun Yoo	..\www.web3d.org\x3d\content\examples\Basic\Web3dOutreach\Web3dTimeline.json
1 May 2008	Michael Zoellner  Anita Havele  Byounghyun Yoo  Don Brutzman	..\www.web3d.org\x3d\content\examples\Basic\Web3dOutreach\Web3dLogo.json
3 March 2017	Roy Walmsley	..\www.web3d.org\x3d\content\examples\Basic\Web3dOutreach\VirtualRealityHackathonLogoLetterPrototypes.json
3 March 2017	Roy Walmsley	..\www.web3d.org\x3d\content\examples\Basic\Web3dOutreach\VirtualRealityHackathonLogo.json
18 March 2017	Roy Walmsley	..\www.web3d.org\x3d\content\examples\Basic\Web3dOutreach\LogoLetterPrototypes.json
4 March 2012	Don Brutzman	..\www.web3d.org\x3d\content\examples\Basic\Web3dOutreach\ImageMappingExample.json
18 March 2017	Roy Walmsley	..\www.web3d.org\x3d\content\examples\Basic\Web3dOutreach\CubeLogoPrototype.json
12 August 2009	TODO *enter name of original model author here*	..\www.web3d.org\x3d\content\examples\Basic\Web3dOutreach\ColladaLogo.json
24 May 2000	Don Brutzman	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Rotor.json
24 May 2000	Don Brutzman	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\RefractiveMaterial.json
24 May 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example19.json
26 June 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example18.json
26 June 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example17.json
26 June 2000	Don Brutzman	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example16.json
26 June 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example15.json
26 June 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example13_3.json
26 June 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example13_2.json
26 June 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example12.json
26 June 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example11.json
26 June 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example10.json
26 June 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example09.json
27 June 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example08.json
26 June 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example07.json
24 May 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example06.json
24 May 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example05.json
24 May 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example04.json
26 June 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example03.json
26 June 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\Example02.json
26 June 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\ChopperRotor.json
26 June 2000	X3D working group	..\www.web3d.org\x3d\content\examples\Basic\Vrml97Specification\ChopperBody.json
14 October 2002	Don Brutzman	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\X3dHeaderPrototypeSyntaxExamples.json
17 November 2003	Don Brutzman	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\TriangleStripSetFigure.json
01 January 1969	Unknown	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\TextureProjectorComponentExample.json
27 May 2017	Don Brutzman	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\StringArrayEncodingExamples.json
1 June 2002	Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\ShuttlesAndPendulums.json
1 June 2002	Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\Scripting.json
1 June 2002	Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\Rotor.json
1 June 2002	Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\Robot.json
1 June 2002	Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\RefractiveMaterial.json
1 June 2002	Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\RedSphereBlueBox.json
1 June 2002	Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\PrototypesPlus.json
1 June 2002	Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\Prototype.json
1 June 2002	Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\PointSetExample.json
13 April 2022	Doug Sanden and Don Brutzman	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\NurbsSwungSurface.json
13 April 2022	Doug Sanden and Don Brutzman	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\NurbsSweptSurface.json
1 June 2002	Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\LevelOfDetail.json
23 February 2005	X3D Working Group	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\JavaSaiTouchSensorIsOverEvent.json
23 February 2005	X3D Working Group	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\JavaSaiPerFrameNotification.json
23 February 2005	X3D Working Group	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\JavaSaiCreateNodesFromPrototype.json
23 February 2005	X3D Working Group	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\JavaSaiCreateNodes.json
23 February 2005	X3D Working Group	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\JavaSaiAddDynamicRoutes.json
1 June 2002	Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\Instancing.json
1 June 2002	Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\GuidedTour.json
1 June 2002	Don Brutzman and Joe Williams	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\GeometricProperties.json
4 February 2005	Al Shaffer	..\www.web3d.org\x3d\content\examples\Basic\X3dSpecifications\ExtrusionFigureX3dSpecification.json
